filename,genre,bpm,pitch,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
rock.00043_original,rock,[89.10290948],133.3178208918598,-62.134620666503906,75.87379455566406,-26.72933006286621,18.28122901916504,2.4590399265289307,5.833554744720459,11.579477310180664,0.010207032784819603,8.693243980407715,5.515676498413086,-0.24614876508712769,2.3988749980926514,-1.7415359020233154
rock.00043_stretch,rock,[78.30255682],134.171560157948,-97.86638641357422,73.56504821777344,-26.278505325317383,17.684402465820312,2.7643327713012695,5.631017684936523,11.633378028869629,-0.12305966019630432,8.422792434692383,5.2929463386535645,-0.35064220428466797,2.1455163955688477,-1.8150756359100342
rock.00043_pitch,rock,[89.10290948],141.3437834522323,-97.31433868408203,69.2098388671875,-29.022682189941406,22.774593353271484,-2.41396164894104,11.976083755493164,5.569438934326172,2.9261984825134277,6.91520357131958,1.5741084814071655,-2.6732611656188965,2.0034232139587402,-6.35650634765625
rock.00043_noise,rock,[89.10290948],133.29653111423576,-58.067174532532555,71.414818985768,-23.705126526788252,16.235004498567264,3.568444526110518,5.347072595055576,11.585155243703976,0.16294477305305383,8.501286502311919,5.54092383822878,-0.1821140447265747,2.3413684750011883,-1.7135477314323797
rock.00038_original,rock,[135.99917763],126.21542490139174,-15.928070068359375,67.15309143066406,-20.12190055847168,15.576830863952637,4.801263332366943,10.825858116149902,5.959400177001953,11.796420097351074,-0.39681532979011536,5.655035495758057,0.11372387409210205,1.0979241132736206,-1.7415590286254883
rock.00038_stretch,rock,[123.046875],125.71706721020922,-53.63892364501953,65.8429946899414,-20.042238235473633,15.18306827545166,4.49370813369751,10.092207908630371,5.597977161407471,11.969879150390625,-0.28361573815345764,5.473738193511963,-0.15279679000377655,0.9363442659378052,-1.8035885095596313
rock.00038_pitch,rock,[135.99917763],127.68071158985876,-52.69988250732422,59.84375762939453,-19.490989685058594,17.528696060180664,5.742148399353027,12.117846488952637,6.861197471618652,7.638555526733398,-2.1575279235839844,5.291794776916504,-2.5911548137664795,1.525543451309204,1.3485747575759888
rock.00038_noise,rock,[135.99917763],126.09319091497312,-14.97629909540502,66.05942140940701,-19.208782491592864,14.849709133754972,5.382217144127378,10.332718133472637,6.385278716337462,11.387491048894052,-0.027981183094501195,5.337542725946379,0.42211988574168124,0.8443056093556349,-1.4639062779213792
rock.00062_original,rock,[123.046875],138.86950591719497,-212.28390502929688,65.78227233886719,45.207645416259766,19.728803634643555,11.811090469360352,8.058758735656738,4.425893783569336,4.2154011726379395,-2.3198673725128174,-2.2011733055114746,-1.6351122856140137,-4.660810470581055,-3.7225632667541504
rock.00062_stretch,rock,[112.34714674],140.699130415307,-248.16871643066406,64.36022186279297,44.66592788696289,19.794639587402344,11.513134956359863,7.88781213760376,4.74821138381958,4.26829719543457,-1.7984458208084106,-2.3777289390563965,-1.688815712928772,-4.259512901306152,-2.958803176879883
rock.00062_pitch,rock,[123.046875],137.3360116391797,-249.95840454101562,70.791748046875,41.30078887939453,18.937841415405273,8.286675453186035,8.435859680175781,1.5977098941802979,3.079444169998169,-6.43899393081665,0.11289642006158829,-6.460414886474609,-2.878754138946533,-8.129485130310059
rock.00062_noise,rock,[123.046875],138.25733943766406,-190.83007612791002,59.05334889898467,37.41764476046755,19.3586022116174,11.868140599772296,7.677499685484118,4.719459896266228,3.251299274307366,-0.8815812096758597,-2.2426822833754025,-2.6609119688137173,-4.084742354051277,-3.7099424870605104
rock.00031_original,rock,[117.45383523],133.69347850039526,-89.08187103271484,81.38933563232422,-12.564247131347656,22.778366088867188,-7.066863059997559,-0.49518725275993347,2.7513535022735596,-3.445702314376831,-7.710487365722656,-0.8437490463256836,-4.883028507232666,-2.686931610107422,-5.292617321014404
rock.00031_stretch,rock,[107.66601562],133.40979232841593,-122.24534606933594,77.79527282714844,-10.457308769226074,21.65768051147461,-6.989068031311035,-0.21397778391838074,2.632735013961792,-3.449305772781372,-7.629952907562256,-1.0420866012573242,-4.604464530944824,-2.5963022708892822,-5.05001163482666
rock.00031_pitch,rock,[117.45383523],142.06310593335886,-120.49420928955078,74.03962707519531,-10.665485382080078,21.625877380371094,-11.3617582321167,4.208157539367676,-1.8101472854614258,-5.872302532196045,-7.713661193847656,0.15704935789108276,-7.2167816162109375,-1.356245517730713,-7.7711286544799805
rock.00031_noise,rock,[117.45383523],134.09492580197482,-82.61349537018086,74.84248669061303,-8.176726037252784,19.061614867297788,-4.706622915336002,-1.663580150837813,3.4360661970391915,-3.9953531738705355,-7.112623339242238,-1.3182214268531873,-4.42101478434523,-2.988990494584931,-4.887257542110649
rock.00045_original,rock,[151.99908088],142.6583397307643,-172.66567993164062,142.76348876953125,-55.773094177246094,79.31552124023438,-1.874193787574768,4.793415069580078,0.24512390792369843,-11.501138687133789,-0.267195463180542,-9.36340618133545,-7.680028915405273,-11.266705513000488,-5.683592796325684
rock.00045_stretch,rock,[135.99917763],144.99255116249182,-211.29957580566406,140.84799194335938,-56.45334243774414,78.76567077636719,-2.7664735317230225,4.617201328277588,0.18686003983020782,-11.604961395263672,-0.35834169387817383,-9.232625007629395,-7.795111656188965,-11.53673267364502,-5.817636489868164
rock.00045_pitch,rock,[151.99908088],100.21233988382627,-201.22219848632812,127.38232421875,-47.184654235839844,81.40690612792969,-17.922496795654297,9.548663139343262,-12.544487953186035,-6.76263952255249,-6.618595123291016,-10.58469295501709,-11.044344902038574,-8.925888061523438,-9.16498851776123
rock.00045_noise,rock,[151.99908088],143.0264378044976,-131.5288401996276,93.57815636414888,-16.425653426656382,47.536842144085306,17.176828142292624,-4.207355788418324,3.5819920857735026,-9.954835532132284,-3.769394030324557,-5.463983656261203,-11.297736024918448,-8.281297595573074,-7.2857547137999035
rock.00057_original,rock,[123.046875],124.81453098942613,-58.583797454833984,64.91177368164062,15.929983139038086,5.428902626037598,7.524496555328369,9.88312816619873,1.594664216041565,5.353822708129883,-1.2404981851577759,-2.0384182929992676,2.442232847213745,-0.7197205424308777,-0.3092655539512634
rock.00057_stretch,rock,[112.34714674],124.69296600152855,-94.88545989990234,62.667396545410156,16.533689498901367,5.229960918426514,7.721317291259766,9.595117568969727,1.8445074558258057,5.635865688323975,-0.5732048749923706,-1.9729548692703247,2.4020802974700928,-0.5836717486381531,-0.27606552839279175
rock.00057_pitch,rock,[123.046875],122.97281668133719,-98.0648193359375,63.86121368408203,11.443074226379395,7.171552658081055,8.211705207824707,10.354334831237793,-0.46095699071884155,5.462780952453613,-6.624294757843018,2.9331135749816895,-0.5083824396133423,1.0862802267074585,-1.478156328201294
rock.00057_noise,rock,[123.046875],124.9784948045058,-57.29532053555396,63.86015177377101,16.18390307788973,5.377397509722867,7.491376104962289,9.797668754815385,1.7099588217781496,5.27798220952651,-1.2133415610952507,-1.9633844797594437,2.3566320311143185,-0.6314178029578984,-0.388787306414758
rock.00098_original,rock,[73.828125],105.32932423844824,-225.0333251953125,123.65726470947266,-9.745123863220215,56.61384582519531,10.421819686889648,20.64320945739746,-10.258777618408203,15.571303367614746,-8.240349769592285,12.808756828308105,-9.006475448608398,7.688631534576416,-10.0837984085083
rock.00098_stretch,rock,[66.25600962],106.39170671411404,-261.0170593261719,118.78805541992188,-8.545564651489258,54.07621765136719,11.002767562866211,19.34355926513672,-9.290231704711914,14.052942276000977,-7.535296440124512,11.832088470458984,-7.6995930671691895,6.387761116027832,-9.706039428710938
rock.00098_pitch,rock,[73.828125],116.08712293587459,-250.2572784423828,109.3028335571289,1.8427342176437378,50.669734954833984,12.567852020263672,8.734465599060059,-4.120560646057129,9.461381912231445,-3.7862472534179688,5.700085639953613,-8.218144416809082,2.2997677326202393,-12.514857292175293
rock.00098_noise,rock,[73.828125],105.40208020978334,-176.94208894895323,83.11688434389262,12.113155176093969,34.5663268267082,23.91799316517435,9.955999360923903,1.8330097488516293,5.119552936374929,1.7700382414363933,3.5748686216214085,-0.4491379785660694,0.582798889660039,-4.2594097839110034
rock.00055_original,rock,[129.19921875],107.71966531038714,-91.91239929199219,129.9686279296875,1.8372807502746582,11.621114730834961,3.2257633209228516,-1.9720752239227295,-2.2193565368652344,-0.8554060459136963,-4.343476295471191,-3.5430147647857666,-1.5521153211593628,-0.5419179201126099,0.40201321244239807
